-20.82,-40.32,5.00,202.00,200.00,187.00,137.00,154.00,,Hello
-13.26,-42.74,12.66,202.00,200.00,187.00,136.00,152.00,,Hello
-20.69,-37.09,7.97,202.00,200.00,187.00,136.00,130.00,,Hello
18.02,-31.03,7.38,203.00,199.00,187.00,134.00,154.00,,Hello
-21.03,-46.64,7.38,203.00,199.00,187.00,134.00,162.00,,Hello
5.66,-31.16,17.21,203.00,199.00,187.00,134.00,134.00,,Hello
5.70,-35.67,3.22,203.00,199.00,187.00,134.00,157.00,,Hello
-24.40,-42.53,3.22,203.00,200.00,187.00,134.00,150.00,,Hello
-16.81,-40.78,17.21,203.00,199.00,187.00,134.00,148.00,,Hello
-9.46,-37.07,3.81,203.00,199.00,187.00,134.00,118.00,,Hello
-9.23,-40.65,5.00,204.00,197.00,188.00,135.00,128.00,,Hello
-17.96,-43.00,12.66,204.00,200.00,188.00,135.00,118.00,,Hello
-16.96,-42.21,7.97,204.00,199.00,187.00,135.00,140.00,,Hello
11.74,-31.76,17.21,204.00,199.00,187.00,136.00,126.00,,Hello
-17.00,-43.26,12.66,204.00,200.00,187.00,135.00,138.00,,Hello
-9.36,-46.10,7.38,204.00,200.00,187.00,136.00,126.00,,Hello
-2.91,-42.87,2.62,206.00,199.00,187.00,134.00,157.00,,Hello
-22.59,-38.63,17.21,206.00,199.00,187.00,137.00,123.00,,Hello
-48.00,-38.96,2.62,206.00,199.00,187.00,137.00,124.00,,Hello
-38.87,-44.01,3.81,206.00,200.00,187.00,138.00,145.00,,Hello
-38.80,-43.23,13.24,204.00,199.00,187.00,137.00,137.00,,Hello
-34.39,-44.48,13.24,204.00,197.00,188.00,138.00,128.00,,Hello
-33.89,-43.60,3.81,206.00,197.00,188.00,136.00,138.00,,Hello
-13.22,-38.96,5.00,206.00,199.00,188.00,137.00,109.00,,Hello
-17.79,-41.95,12.66,206.00,199.00,188.00,136.00,124.00,,Hello
-24.79,-45.67,12.08,206.00,199.00,188.00,136.00,167.00,,Hello
-23.57,-46.02,12.66,206.00,199.00,188.00,136.00,167.00,,Hello
-28.03,-48.76,13.24,204.00,193.00,188.00,138.00,158.00,,Hello
-34.49,-46.45,2.62,204.00,196.00,188.00,137.00,171.00,,Hello
-20.95,-46.35,12.66,204.00,197.00,188.00,137.00,166.00,,Hello
-20.29,-46.67,5.00,206.00,199.00,188.00,136.00,166.00,,Hello
-20.21,-45.01,17.21,206.00,199.00,188.00,136.00,175.00,,Hello
-19.77,-43.77,7.97,206.00,193.00,188.00,137.00,140.00,,Hello
-29.65,-44.71,5.00,206.00,193.00,188.00,137.00,144.00,,Hello
-33.08,-44.39,2.62,206.00,195.00,188.00,137.00,149.00,,Hello
-32.85,-45.08,2.62,206.00,195.00,188.00,137.00,164.00,,Hello
-31.71,-42.97,7.38,206.00,195.00,188.00,137.00,154.00,,Hello
-9.10,-42.79,7.97,206.00,199.00,187.00,136.00,173.00,,Hello
